"Pattern1"	"Pattern2"	"Pattern3"	"Pattern4"	"Pattern5"	"MAP"	"PPDE"
"ENSMUSG00000021081_Serpina1f"	0.00540039734048717	4.89690630689865e-13	0.994599602658335	6.88583927582327e-13	5.04418993292407e-18	"Pattern3"	0.994599602659513
"ENSMUSG00000044338_Aplnr"	0.00548160149635002	0.000225118749553164	0.000181794442653538	0.9933138319287	0.00079765338274282	"Pattern4"	0.99451839850365
"ENSMUSG00000021282_Eif5"	0.00561364811270987	7.35247622315586e-06	0.00116073807719074	0.992371698545873	0.000846562788002985	"Pattern4"	0.99438635188729
"ENSMUSG00000026976_Pax8"	0.00566136384776936	5.17424909301394e-05	0.000411142668014583	0.987006304427482	0.00686944656580372	"Pattern4"	0.994338636152231
"ENSMUSG00000022875_Kng1"	0.00587518250738973	0.994124817401396	2.26913659191912e-19	9.12136882539739e-11	6.07473500080138e-16	"Pattern2"	0.99412481749261
"ENSMUSG00000033860_Fgg"	0.00597401224047995	0.983460679294719	1.55324843948488e-05	0.00318942972532835	0.00736034625507784	"Pattern2"	0.99402598775952
"ENSMUSG00000045312_Lhfpl2"	0.0060734688124066	0.993768480989111	3.97965104038097e-05	3.5432280970375e-06	0.000114710459981735	"Pattern2"	0.993926531187593
"ENSMUSG00000022591_Gm9747"	0.00615564091016049	0.987809785269103	0.00335721185395216	3.69630794625032e-05	0.00264039888732215	"Pattern2"	0.99384435908984
"ENSMUSG00000026827_Gpd2"	0.00626769778256698	0.985957472149935	4.63530846718892e-06	0.00682942711595998	0.000940767643070432	"Pattern2"	0.993732302217433
"ENSMUSG00000025991_Cps1"	0.00634942802159006	0.990338051351083	1.10998631567362e-05	0.000465897811481153	0.00283552295268896	"Pattern2"	0.99365057197841
"ENSMUSG00000032135_Mcam"	0.00643217583154065	0.99322215220611	3.48076249639212e-06	0.000184591245394179	0.000157599954459123	"Pattern2"	0.993567824168459
"ENSMUSG00000028698_Pik3r3"	0.00644255872790851	9.16706391976224e-05	0.00118197955479237	0.989887646448883	0.00239614462921856	"Pattern4"	0.993557441272091
"ENSMUSG00000039364_Sectm1b"	0.00649756986696223	5.41546532228161e-05	9.65848794017349e-05	0.989941420153229	0.00341027044718442	"Pattern4"	0.993502430133038
"ENSMUSG00000033763_Mtss1l"	0.00657357646562865	0.992100324883412	0.00026259079956349	3.93617451739003e-05	0.00102414610622206	"Pattern2"	0.993426423534371
"ENSMUSG00000060519_Tor3a"	0.00664869047699673	0.00309628459570908	0.986467461980555	2.58903476989509e-05	0.00376167259904022	"Pattern3"	0.993351309523003
"ENSMUSG00000030359_Pzp"	0.00707112263293744	0.989488315926331	1.14064807755034e-05	0.000588735464847539	0.00284041949510859	"Pattern2"	0.992928877367063
"ENSMUSG00000046229_Scand1"	0.00713254309054282	0.990735915460486	0.000828203178168123	4.11432374056441e-05	0.00126219503339741	"Pattern2"	0.992867456909457
"ENSMUSG00000033831_Fgb"	0.00716612409841615	0.98832314139484	1.49522171680201e-05	0.000775531574647927	0.00372025071492777	"Pattern2"	0.992833875901584
"ENSMUSG00000028150_Rorc"	0.0074108754902388	0.988018672052836	0.00143640119143187	0.000360419084751919	0.00277363218074161	"Pattern2"	0.992589124509761
"ENSMUSG00000033004_Mycbp2"	0.0074144479955107	0.992305553556197	3.70118502926199e-06	0.000133707910335501	0.000142589352927143	"Pattern2"	0.992585552004489
"ENSMUSG00000097477_B430202K04Rik"	0.00774462869227365	0.989450408602911	0.000109140123597377	0.00130640462292901	0.00138941795828939	"Pattern2"	0.992255371307726
"ENSMUSG00000096674_Mup15"	0.00778849238676103	0.986742490583054	3.14926160173709e-05	0.000591540647777209	0.00484598376639016	"Pattern2"	0.992211507613239
"ENSMUSG00000010651_Acaa1b"	0.00779997520352965	0.000686698173562815	2.95811408371237e-05	0.990832269170438	0.000651476311631927	"Pattern4"	0.99220002479647
"ENSMUSG00000033715_Akr1c14"	0.00787619475769502	0.988798549978598	3.39592939031552e-05	0.000994949075029567	0.00229634689477435	"Pattern2"	0.992123805242305
"ENSMUSG00000028399_Ptprd"	0.00850720341897832	1.16765280323695e-05	0.0116757007287955	0.976472736527671	0.00333268279652272	"Pattern4"	0.991492796581022
"ENSMUSG00000022280_Rnf19a"	0.00859236753504806	0.974060790161918	2.94281978402934e-06	0.0156834790746485	0.00166042040860147	"Pattern2"	0.991407632464952
"ENSMUSG00000072849_Serpina1e"	0.00880429543572994	0.98926588535481	0.000102022356743322	3.20039927440488e-05	0.00179579285997259	"Pattern2"	0.99119570456427
"ENSMUSG00000032554_Trf"	0.00902113867767616	0.990877749386071	1.88608846880208e-06	8.29206736853441e-05	1.63051740985812e-05	"Pattern2"	0.990978861322324
"ENSMUSG00000028356_Ambp"	0.00906905298199763	0.976238186577272	4.08643353565139e-05	0.00413605009274686	0.0105158460126265	"Pattern2"	0.990930947018002
"ENSMUSG00000061718_Ppp1r1b"	0.00944739477796275	4.72054377838952e-05	4.44335852196234e-05	0.988948045463493	0.00151292073554092	"Pattern4"	0.990552605222037
"ENSMUSG00000021719_Rgs7bp"	0.00949977734980953	0.985476580663614	0.00287958119611062	1.80193893515781e-05	0.00212604140111411	"Pattern2"	0.99050022265019
"ENSMUSG00000022783_Spag6"	0.00966033293030127	0.000253881452344285	0.0334118549244952	0.910373136901898	0.0463007937909609	"Pattern4"	0.990339667069699
"ENSMUSG00000066839_Ecsit"	0.00982743106243358	0.000626365194016619	2.80570885916143e-05	0.988695817941526	0.000822328713431831	"Pattern4"	0.990172568937566
"ENSMUSG00000048038_4932418E24Rik"	0.00989782533724781	0.000155339283441743	0.00653417463410245	0.962319927410451	0.0210927333347571	"Pattern4"	0.990102174662752
"ENSMUSG00000033191_Tie1"	0.00993616701305349	0.000586286022004804	6.77085470763682e-05	0.988764364517401	0.000645473900464708	"Pattern4"	0.990063832986946
"ENSMUSG00000018932_Map2k3"	0.00995586272197864	0.492211949013301	4.94149966132866e-06	0.486499168853633	0.0113280779114263	"Pattern2"	0.990044137278021
"ENSMUSG00000021240_Abcd4"	0.0101544989676346	0.00103803268511359	0.985582427431656	9.96881841654799e-05	0.00312535273143058	"Pattern3"	0.989845501032365
"ENSMUSG00000017421_Zfp207"	0.0103028305543737	0.937547612664225	0.0473250324142474	6.49910384391612e-06	0.00481802526330975	"Pattern2"	0.989697169445626
"ENSMUSG00000024440_Pcdh12"	0.0107306759033881	0.00785513117672315	4.24036913830949e-05	0.978629018161961	0.00274277106654435	"Pattern4"	0.989269324096612
"ENSMUSG00000040811_Eml2"	0.0107450997076754	0.988125282868095	0.000228451362953476	0.000129677488028162	0.000771488573247928	"Pattern2"	0.989254900292325
"ENSMUSG00000006373_Pgrmc1"	0.0109542630993449	0.985927673588101	1.01465615938783e-05	0.00242539226532701	0.000682524485633674	"Pattern2"	0.989045736900655
"ENSMUSG00000028782_Bai2"	0.0114955641379763	0.980928977111658	0.00370407574934482	0.000138555498883608	0.00373282750213746	"Pattern2"	0.988504435862024
"ENSMUSG00000039552_Rsph4a"	0.0115383047881543	8.45141131330542e-05	0.000224946133070889	0.984529708521851	0.00362252644379065	"Pattern4"	0.988461695211846
"ENSMUSG00000017291_Taok1"	0.0116128896545242	0.00540461619760147	0.980708294904176	2.98670363350006e-05	0.00224433220736296	"Pattern3"	0.988387110345476
"ENSMUSG00000022376_Adcy8"	0.0119180556275326	4.48035646020525e-05	0.000327767008276552	0.985008980457043	0.00270039334254605	"Pattern4"	0.988081944372467
"ENSMUSG00000026785_Pkn3"	0.0121201089221704	0.00389164031973205	8.30331460834696e-05	0.981538722228768	0.00236649538324614	"Pattern4"	0.98787989107783
"ENSMUSG00000030236_Slco1b2"	0.0122044390198318	0.971261622321649	5.6312469877819e-05	0.00561702304513559	0.0108606031435053	"Pattern2"	0.987795560980168
"ENSMUSG00000070306_Ccdc153"	0.0124076987422393	0.000142562350177724	0.00933643653489023	0.96078119504156	0.0173321073311329	"Pattern4"	0.987592301257761
"ENSMUSG00000097554_Gm26825"	0.0127180899764978	0.00319648012803962	0.970564760216542	7.7081837077486e-05	0.0134435878418425	"Pattern3"	0.987281910023502
"ENSMUSG00000026413_Pkp1"	0.012790877741974	0.978898984821394	0.000899996712830798	0.000147056311920569	0.00726308441188084	"Pattern2"	0.987209122258026
"ENSMUSG00000000303_Cdh1"	0.0127923593723108	6.45174124621445e-05	0.000644798981651983	0.98248055267975	0.00401777155382539	"Pattern4"	0.987207640627689
"ENSMUSG00000020717_Pecam1"	0.0128869002336088	0.00257290077250779	1.45145445687762e-05	0.984060792351166	0.000464892098148704	"Pattern4"	0.987113099766391
"ENSMUSG00000017314_Mpp2"	0.0129578366951702	1.94901643173228e-05	0.735795124583181	0.23237790331473	0.0188496452426016	"Pattern3"	0.98704216330483
"ENSMUSG00000079015_Serpina1c"	0.0136291672548651	0.985110730483567	1.17824554622328e-05	0.000229270542518478	0.00101904926358703	"Pattern2"	0.986370832745135
"ENSMUSG00000031786_Ccdc135"	0.0136347564834775	0.000149841466028223	0.000367694703619474	0.980456662352983	0.00539104499389165	"Pattern4"	0.986365243516523
"ENSMUSG00000045515_Pou3f3"	0.0136664678235375	0.000139769816388534	0.000936690357199361	0.977781851775834	0.00747522022704113	"Pattern4"	0.986333532176463
"ENSMUSG00000024948_Map4k2"	0.0138228980478778	6.18521329051752e-05	0.979871830052492	0.00317330381699917	0.00307011594972581	"Pattern3"	0.986177101952122
"ENSMUSG00000073842_Mup7"	0.0138299047828943	0.984830298720244	1.34806620453412e-05	0.000231567406988973	0.00109474842782788	"Pattern2"	0.986170095217106
"ENSMUSG00000031665_Sall1"	0.0138379633870347	0.000126709397275986	0.00113613654938845	0.977510095579217	0.00738909508708359	"Pattern4"	0.986162036612965
"ENSMUSG00000025579_Gaa"	0.0142743683210257	0.98490767476546	7.97080711959524e-05	0.000284544886888845	0.000453703955430004	"Pattern2"	0.985725631678974
"ENSMUSG00000032514_Ttc21a"	0.0142958398184121	0.000122756635243516	0.000184675445577733	0.982056184702137	0.00334054339863019	"Pattern4"	0.985704160181588
"ENSMUSG00000004814_Ccl24"	0.0147140617518532	0.972574254417773	3.40494838294575e-05	0.0100314770812174	0.00264615726532665	"Pattern2"	0.985285938248147
"ENSMUSG00000027377_Mall"	0.0148012574418648	0.0104195725516141	7.66900545724189e-05	0.971121133815558	0.0035813461363905	"Pattern4"	0.985198742558135
"ENSMUSG00000006740_Kif5b"	0.014957551662116	0.00189329397898502	0.981684048290123	6.06825102575771e-05	0.00140442355851862	"Pattern3"	0.985042448337884
"ENSMUSG00000035916_Ptprq"	0.0150709928416969	0.982649986597081	7.77237868333329e-05	0.00133511622832306	0.000866180546065791	"Pattern2"	0.984929007158303
"ENSMUSG00000050105_Grrp1"	0.0153215294304944	9.94429459028149e-06	0.942826077381257	0.0377505399392936	0.00409190895436493	"Pattern3"	0.984678470569506
"ENSMUSG00000007836_Hnrnpa0"	0.0155961156178227	0.975040140557632	0.00752128442635332	2.05752283247969e-05	0.00182188416986738	"Pattern2"	0.984403884382177
"ENSMUSG00000043822_Adamtsl5"	0.0156111532653935	0.982634721140753	0.000516913951595746	0.000175159133780769	0.00106205250847658	"Pattern2"	0.984388846734606
"ENSMUSG00000043020_Wdr63"	0.0160178725894166	0.000484688973849077	0.000123275325078575	0.978144609454687	0.0052295536569683	"Pattern4"	0.983982127410583
"ENSMUSG00000009670_Tex11"	0.0161407086136838	0.958370653062872	0.000971106081528609	0.0159896772988399	0.00852785494307597	"Pattern2"	0.983859291386316
"ENSMUSG00000035539_E230008N13Rik"	0.0161819838109714	0.000169575776229824	0.00087255580241638	0.975807393263947	0.00696849134643576	"Pattern4"	0.983818016189029
"ENSMUSG00000032068_1600029D21Rik"	0.0162161882762866	7.59455377876386e-05	0.000167827012710199	0.981438371347328	0.00210166782588766	"Pattern4"	0.983783811723713
"ENSMUSG00000027198_Ext2"	0.01625337162421	0.0463200702279495	0.932125995914402	1.44100746118841e-05	0.00528615215882672	"Pattern3"	0.98374662837579
"ENSMUSG00000027236_Eif3j1"	0.0168333482236087	0.00209113527268037	0.978989156070563	0.000110914608962168	0.00197544582418544	"Pattern3"	0.983166651776391
"ENSMUSG00000013415_Igf2bp1"	0.0170829933523948	0.968242436324573	0.00544119552171657	0.00210677420700898	0.0071266005943066	"Pattern2"	0.982917006647605
"ENSMUSG00000097634_Gm26827"	0.0175969435408584	0.962804166616555	0.00689373650480983	0.00266607921963184	0.0100390741181447	"Pattern2"	0.982403056459141
"ENSMUSG00000020424_Gatsl3"	0.0178209333861907	0.0103806181931644	7.20805518604596e-05	0.968650547876346	0.00307581999243817	"Pattern4"	0.982179066613809
"ENSMUSG00000031760_Mt3"	0.0179058799949196	0.000205492176763853	0.00804017131604739	0.958677150020141	0.0151713064921286	"Pattern4"	0.98209412000508
"ENSMUSG00000053153_Spag16"	0.0181225192156126	0.000158536842817609	0.000421795945606024	0.976884859525144	0.00441228847081991	"Pattern4"	0.981877480784387
"ENSMUSG00000046470_Sox18"	0.0184248496635763	0.000550922897863059	0.000324806502528535	0.979583558367555	0.00111586256847684	"Pattern4"	0.981575150336424
"ENSMUSG00000068009_Bpifb6"	0.018590359141133	0.97929725865164	0.000123563831127878	0.000227192573579489	0.00176162580251948	"Pattern2"	0.981409640858867
"ENSMUSG00000030492_Slc7a9"	0.0192809771583374	0.000129538616909662	0.000801894245273904	0.975071645461468	0.00471594451801093	"Pattern4"	0.980719022841663
"ENSMUSG00000022799_Arhgap31"	0.0198585261012103	0.937737935614964	1.08606659153435e-05	0.0390466355076464	0.00334604211026405	"Pattern2"	0.98014147389879
"ENSMUSG00000030838_Ush1c"	0.0198747076933784	0.000278922108133766	0.000553536484742479	0.972850828246381	0.00644200546736404	"Pattern4"	0.980125292306622
"ENSMUSG00000037798_Mat1a"	0.020615009939387	0.973414873336209	8.90897571291636e-05	0.00116321508948332	0.00471781187779116	"Pattern2"	0.979384990060613
"ENSMUSG00000030061_Uba3"	0.0209571830868612	0.514718380560691	0.448176748037677	2.50559368800777e-05	0.0161226323778908	"Pattern2"	0.979042816913139
"ENSMUSG00000098318_RP23-45G16.5"	0.0211812837349634	0.217243238695052	0.000205982398159964	0.733595279594357	0.027774215577467	"Pattern4"	0.978818716265037
"ENSMUSG00000041781_Cpsf2"	0.0222367031155765	0.973048952689052	0.00344709233907874	3.21369888798067e-05	0.00123511486741298	"Pattern2"	0.977763296884423
"ENSMUSG00000001131_Timp1"	0.0224440524347458	0.0130884833083273	0.000150170852689692	0.959974861346021	0.0043424320582165	"Pattern4"	0.977555947565254
"ENSMUSG00000037896_Rcor1"	0.0228222294354014	0.973898853012416	0.00292351960897482	6.04365303392978e-06	0.000349354290174209	"Pattern2"	0.977177770564599
"ENSMUSG00000036570_Fxyd1"	0.0230281267734276	0.0249993611161158	0.946146009015919	4.40375702979647e-05	0.00578246552423951	"Pattern3"	0.976971873226572
"ENSMUSG00000056752_Dnah9"	0.0230876226964021	0.000118562307793651	0.000413052577507312	0.973535411519623	0.00284535089867382	"Pattern4"	0.976912377303598
"ENSMUSG00000028556_Dock7"	0.0243781207344709	0.00756970370452844	0.966589924364097	2.88873794124817e-05	0.00143336381749128	"Pattern3"	0.975621879265529
"ENSMUSG00000022614_Lmf2"	0.0243803887701594	0.00125851279431779	0.000111202174640293	0.973361480820185	0.000888415440697474	"Pattern4"	0.975619611229841
"ENSMUSG00000018623_Mmp7"	0.024909954281192	5.11282022931685e-05	0.000382052855407973	0.973170563307651	0.00148630135345571	"Pattern4"	0.975090045718808
"ENSMUSG00000074768_Bhmt"	0.0252858454713973	0.97201224946341	4.74260021569495e-05	0.000644926197934518	0.0020095528651009	"Pattern2"	0.974714154528603
"ENSMUSG00000049154_Fam183b"	0.0253251873876461	0.000567506946606543	0.0339570098000683	0.906787584064938	0.0333627118007415	"Pattern4"	0.974674812612354
"ENSMUSG00000047534_Mis18bp1"	0.0254233215387022	0.105017614242832	0.000198914527695071	0.855150056316653	0.0142100933741183	"Pattern4"	0.974576678461298
"ENSMUSG00000040435_Ppp1r15a"	0.0256463754182369	0.973241457896226	0.000122141188810884	0.000485775599519453	0.00050424989720667	"Pattern2"	0.974353624581763
"ENSMUSG00000027167_Elp4"	0.0258124282482872	0.0195253982267848	2.57610981212094e-05	0.951838124944143	0.00279828748266364	"Pattern4"	0.974187571751713
"ENSMUSG00000037679_Inf2"	0.0262663033326322	0.000137058366982303	0.00158132574074481	0.97087361306655	0.00114169949309116	"Pattern4"	0.973733696667368
"ENSMUSG00000039601_Rcan2"	0.0263844503814243	0.972853876249931	0.000152468312996759	0.000263619140936326	0.000345585914711959	"Pattern2"	0.973615549618576
"ENSMUSG00000014778_Fhod1"	0.026543708657406	0.0380411895784978	3.52623549058466e-05	0.93181676530962	0.00356307409957024	"Pattern4"	0.973456291342594
"ENSMUSG00000015090_Ptgds"	0.0268163466588557	0.000206819084064881	0.0129706731508265	0.948030595758157	0.0119755653480963	"Pattern4"	0.973183653341144
"ENSMUSG00000030357_Fkbp4"	0.0270305745919483	0.00083622741172973	5.35167778440791e-05	0.971498467959492	0.000581213258985777	"Pattern4"	0.972969425408052
"ENSMUSG00000042010_Acacb"	0.027764287845564	0.970977306129224	0.000958796229817203	4.54254386407803e-05	0.00025418435675356	"Pattern2"	0.972235712154436
"ENSMUSG00000027810_Eif2a"	0.0278307859477945	0.000104646996010965	0.000467194311699452	0.971063444086262	0.000533928658233235	"Pattern4"	0.972169214052205
"ENSMUSG00000059481_Plg"	0.0281725968195778	0.963476403565796	9.11616061055297e-05	0.00308905717043266	0.00517078083808828	"Pattern2"	0.971827403180422
"ENSMUSG00000028672_Hmgcl"	0.0286283690434963	0.968264744032848	0.00217055362374392	6.28208937150706e-05	0.000873512406196331	"Pattern2"	0.971371630956504
"ENSMUSG00000013236_Ptprs"	0.0286330721207029	0.00094881060796853	0.968083257586974	0.000304061147657123	0.00203079853669758	"Pattern3"	0.971366927879297
"ENSMUSG00000075706_Gpx4"	0.0286817591524018	0.970994744584289	0.000176552828757693	4.40040038245666e-05	0.000102939430727241	"Pattern2"	0.971318240847598
"ENSMUSG00000009941_Nxf2"	0.0290707505159711	0.95800751075874	0.00644103143849142	0.00133530670396328	0.0051454005828343	"Pattern2"	0.970929249484029
"ENSMUSG00000046916_Myct1"	0.0292863517269734	0.000196340741049556	0.0028174459338663	0.965889471867064	0.00181038973104634	"Pattern4"	0.970713648273027
"ENSMUSG00000041372_B4galnt3"	0.0293744152761418	0.000388953400380329	0.000597831870498498	0.964189834767565	0.00544896468541405	"Pattern4"	0.970625584723858
"ENSMUSG00000039629_Strip2"	0.029890352821312	0.912476014558268	0.0496780457203713	8.99531500698907e-05	0.00786563374997871	"Pattern2"	0.970109647178688
"ENSMUSG00000027249_F2"	0.0299629972185547	0.962241164020559	0.000167069027533078	0.00186124030443427	0.00576752942891867	"Pattern2"	0.970037002781445
"ENSMUSG00000020718_Polg2"	0.0302071040594298	0.969444360765349	3.11924429178248e-05	0.000220400795513263	9.69419367904182e-05	"Pattern2"	0.96979289594057
"ENSMUSG00000035356_Nfkbiz"	0.0306617325645461	0.960007965033709	0.00635463385357755	0.000167754149991849	0.00280791439817522	"Pattern2"	0.969338267435454
"ENSMUSG00000061808_Ttr"	0.0313681570473326	0.958303810525888	5.52622715969001e-05	0.00608404069082139	0.00418872946436146	"Pattern2"	0.968631842952667
"ENSMUSG00000058488_Kl"	0.0317784420561168	0.000319502684601926	0.00185570750022778	0.95894372858808	0.00710261917097371	"Pattern4"	0.968221557943883
"ENSMUSG00000030727_Rabep2"	0.0326184148347146	0.000212852279731195	0.960189474855249	0.00363930165557588	0.00333995637472922	"Pattern3"	0.967381585165285
"ENSMUSG00000032562_Gnai2"	0.0342096476409235	0.00153112211074857	4.14382529648825e-05	0.963837859265062	0.000379932730300914	"Pattern4"	0.965790352359077
"ENSMUSG00000051985_Igfn1"	0.0344527963431192	0.000724279555740247	0.000466192284648975	0.958480632313126	0.00587609950336512	"Pattern4"	0.965547203656881
"ENSMUSG00000039963_Ccdc40"	0.0345829445252327	0.000296201199513203	0.000788705168664553	0.959952611642731	0.00437953746385796	"Pattern4"	0.965417055474767
"ENSMUSG00000033933_Vhl"	0.0348343211590228	0.963875850702184	0.000400538224870058	0.000185885772366612	0.000703404141556303	"Pattern2"	0.965165678840977
"ENSMUSG00000004054_Map3k11"	0.0360656355428809	0.000166759924568056	0.00239200838223642	0.960131231854063	0.00124436429625183	"Pattern4"	0.963934364457119
"ENSMUSG00000027797_Dclk1"	0.0366434340993299	0.961116744774103	0.000123652541474907	0.0010449327172365	0.00107123586785607	"Pattern2"	0.96335656590067
"ENSMUSG00000049521_Cdc42ep1"	0.0368235764348553	0.962755830485159	0.000209117514521088	3.39520552540217e-05	0.000177523510210219	"Pattern2"	0.963176423565145
"ENSMUSG00000027330_Cdc25b"	0.0370143032900343	0.0795706365359639	9.13818560096417e-05	0.876723931559369	0.00659974675862284	"Pattern4"	0.962985696709966
"ENSMUSG00000022790_Igsf11"	0.0370591565625043	0.000368866091368712	0.000873531273928629	0.95683465070883	0.00486379536336787	"Pattern4"	0.962940843437496
"ENSMUSG00000038733_Wdr26"	0.0372344743651626	0.962048710820966	0.000104094973745747	0.000288129205738946	0.00032459063438648	"Pattern2"	0.962765525634837
"ENSMUSG00000055639_Dach1"	0.0375712663061101	0.562251544628268	8.67389174021793e-06	0.395930535810687	0.00423797936319437	"Pattern2"	0.96242873369389
"ENSMUSG00000026955_Sapcd2"	0.0381145096987728	0.103370263111866	0.000585649574779661	0.841465532624607	0.0164640449899747	"Pattern4"	0.961885490301227
"ENSMUSG00000043168_4930426D05Rik"	0.0384379723834114	0.000275101293027008	0.000848457789658463	0.956583448365641	0.00385502016826222	"Pattern4"	0.961562027616589
"ENSMUSG00000040505_Abcg5"	0.0394818718904334	0.951092326680726	0.00010231783003843	0.00803699286615204	0.0012864907326504	"Pattern2"	0.960518128109567
"ENSMUSG00000071179_Gm46"	0.0395635491272637	0.0749142300815755	0.848693393536603	0.00612919629619906	0.0306996309583587	"Pattern3"	0.960436450872736
"ENSMUSG00000035540_Gc"	0.0396248238321162	0.954746552262416	6.55231617449975e-05	0.00277641651404618	0.00278668422967648	"Pattern2"	0.960375176167884
"ENSMUSG00000000838_Fmr1"	0.0396314364577214	0.958658555379288	0.00154670900669182	4.21487727998944e-06	0.000159084279018887	"Pattern2"	0.960368563542279
"ENSMUSG00000029309_Sparcl1"	0.0402853549625058	0.0282074155133619	1.45901687258093e-05	0.930421361871508	0.0010712774838987	"Pattern4"	0.959714645037494
"ENSMUSG00000032281_Acsbg1"	0.0403318556569649	7.91092798621143e-05	0.000228627500104599	0.958389944701216	0.000970462861852679	"Pattern4"	0.959668144343035
"ENSMUSG00000049422_Chchd10"	0.0409398785587848	0.956982778657007	0.000343997077185218	0.00101971839816135	0.000713627308861911	"Pattern2"	0.959060121441215
"ENSMUSG00000048376_F2r"	0.0410118451523452	0.628091240855908	5.57574830000692e-05	0.318411838735135	0.0124293177736126	"Pattern2"	0.958988154847655
"ENSMUSG00000032479_Map4"	0.0413053253162875	0.9568124813092	3.17622921670874e-05	0.00146374479730509	0.00038668628504008	"Pattern2"	0.958694674683712
"ENSMUSG00000047528_Als2cr12"	0.0434092062981549	0.681477076765307	0.258757230197715	9.74233799413206e-05	0.0162590633588817	"Pattern2"	0.956590793701845
"ENSMUSG00000040713_Creg1"	0.043639301415351	0.951898041710326	8.04449425997921e-05	0.00352976427834608	0.00085244765337721	"Pattern2"	0.956360698584649
"ENSMUSG00000070498_Tmem132b"	0.0437926664176172	0.000278578770223643	0.010768133581841	0.936850301786121	0.00831031944419742	"Pattern4"	0.956207333582383
"ENSMUSG00000020709_Adap2"	0.0439339941221545	0.953345794725569	0.0011920414905704	0.000209659466437967	0.00131851019526804	"Pattern2"	0.956066005877846
"ENSMUSG00000036854_Hspb6"	0.0439982712727827	0.0413619851199511	6.71720399317592e-05	0.910985133989047	0.00358743757828759	"Pattern4"	0.956001728727217
"ENSMUSG00000002688_Prkd1"	0.0448409476045963	0.000440997852649074	0.950156871022396	0.00269908504449221	0.00186209847586638	"Pattern3"	0.955159052395404
"ENSMUSG00000069922_Ces3a"	0.0451392183227831	0.945555754405159	0.000114680710412679	0.00483692022397486	0.00435342633767023	"Pattern2"	0.954860781677217
"ENSMUSG00000005681_Apoa2"	0.0451955350899979	0.911539873585663	0.000108989833433281	0.0351958208188337	0.00795978067207172	"Pattern2"	0.954804464910002
"ENSMUSG00000025498_Irf7"	0.0452584098025461	0.131113522682339	0.810695260388087	9.07935909041664e-05	0.0128420135361238	"Pattern3"	0.954741590197454
"ENSMUSG00000037725_Ckap2"	0.0463614199417516	0.0585076435664661	0.000397899798028775	0.88747624535952	0.00725679133423358	"Pattern4"	0.953638580058249
"ENSMUSG00000046275_Tusc5"	0.0471603728754446	0.952629313300006	1.71219235067787e-05	0.000128002810773269	6.51890902691109e-05	"Pattern2"	0.952839627124555
"ENSMUSG00000052861_Dnah6"	0.0472252109353345	0.0001786542513279	0.000683680751316356	0.949742235445115	0.00217021861690666	"Pattern4"	0.952774789064666
"ENSMUSG00000002324_Rec8"	0.0475598089200678	0.000622470536648724	0.0285650453297086	0.905055282178695	0.0181973930348798	"Pattern4"	0.952440191079932
"ENSMUSG00000010086_Rnf112"	0.0497454032490254	0.932803035837325	0.00965716715097666	0.00158602123130527	0.00620837253136711	"Pattern2"	0.950254596750975
"ENSMUSG00000031885_Cbfb"	0.0497782534825589	0.861261661037157	3.495165461609e-05	0.0846907769153781	0.00423435691028985	"Pattern2"	0.950221746517441
"ENSMUSG00000022462_Slc38a2"	0.0499494347690352	0.00172794469602461	0.000178952330360581	0.947478538007197	0.000665130197383046	"Pattern4"	0.950050565230965
"ENSMUSG00000086784_Isoc2a"	0.0499597475784062	0.948884243328388	0.000388877416337214	0.000353797657193757	0.000413334019675041	"Pattern2"	0.950040252421594
